  -75.000000000000000       0.48949563081175201        8.4568675167161309E-004   2.6908419082958819E-003  -3.4993583541254730E-003  -1.6983737913445617E-002  -9.7899126162350400E-002   3.2290102899550583E-003  -1.0148241020059542E-004
  -74.625000000000000       0.48948687199684815        8.5745992880280808E-004   2.7039556668995036E-003  -3.5359271857611798E-003  -1.7075683535339701E-002  -9.7897374399369630E-002   3.2447468002794041E-003  -1.0289519145634735E-004
  -74.250000000000000       0.48947794342854950        8.6948232684291122E-004   2.7171939392133340E-003  -3.5730784734965206E-003  -1.7168660132731103E-002  -9.7895588685709897E-002   3.2606327270560008E-003  -1.0433787922118028E-004
  -73.875000000000000       0.48946884064675805        8.8176095202823033E-004   2.7305584114864587E-003  -3.6108247715117359E-003  -1.7262685529238545E-002  -9.7893768129351619E-002   3.2766700937837505E-003  -1.0581131424339694E-004
  -73.500000000000000       0.48945955904386323        8.9430305438743904E-004   2.7440507974035937E-003  -3.6491789767897037E-003  -1.7357777967564596E-002  -9.7891911808772644E-002   3.2928609568843126E-003  -1.0731636652650975E-004
  -73.125000000000000       0.48945009385887422        9.0711613781625138E-004   2.7576728385096667E-003  -3.6881543404818765E-003  -1.7453956121973306E-002  -9.7890018771774834E-002   3.3092074062116002E-003  -1.0885393653795410E-004
  -72.750000000000000       0.48944044017128302        9.2020797062951820E-004   2.7714263046345125E-003  -3.7277644797183555E-003  -1.7551239111217042E-002  -9.7888088034256610E-002   3.3257115655614153E-003  -1.1042495647553262E-004
  -72.375000000000000       0.48943059289463936        9.3358659662210646E-004   2.7853129943170366E-003  -3.7680233898820417E-003  -1.7649646511931068E-002  -9.7886118578927858E-002   3.3423755931804439E-003  -1.1203039159469199E-004
  -72.000000000000000       0.48942054676982305        9.4726034666630103E-004   2.7993347352280283E-003  -3.8089454573678829E-003  -1.7749198372515696E-002  -9.7884109353964605E-002   3.3592016822736343E-003  -1.1367124159996278E-004
  -71.625000000000000       0.48941029635800215        9.6123785086741167E-004   2.8134933845908685E-003  -3.8505454728493911E-003  -1.7849915227527182E-002  -9.7882059271600416E-002   3.3761920615090423E-003  -1.1534854210407058E-004
  -71.250000000000000       0.48939983603325182        9.7552805132035869E-004   2.8277908295991374E-003  -3.8928386450755091E-003  -1.7951818112598432E-002  -9.7879967206650348E-002   3.3933489955189650E-003  -1.1706336615846091E-004
  -70.875000000000000       0.48938915997482185        9.9014021549300715E-004   2.8422289878301771E-003  -3.9358406152223899E-003  -1.8054928579912841E-002  -9.7877831994964359E-002   3.4106747853962123E-003  -1.1881682585917735E-004
  -70.500000000000000       0.48937826215903257        1.0050839502693107E-003   2.8568098076534689E-003  -3.9795674718257606E-003  -1.8159268714255147E-002  -9.7875652431806501E-002   3.4281717691841628E-003  -1.2061007403233340E-004
  -70.125000000000000       0.48936713635077594        1.0203692166969056E-003   2.8715352686326475E-003  -4.0240357663208805E-003  -1.8264861149664156E-002  -9.7873427270155189E-002   3.4458423223591773E-003  -1.2244430600362298E-004
  -69.750000000000000       0.48935577609460373        1.0360063454718941E-003   2.8864073819197950E-003  -4.0692625292186495E-003  -1.8371729086714014E-002  -9.7871155218920730E-002   3.4636888583037539E-003  -1.2432076145662988E-004
  -69.375000000000000       0.48934417470537589        1.0520060532085613E-003   2.9014281906405855E-003  -4.1152652869477883E-003  -1.8479896310451382E-002  -9.7868834941075164E-002   3.4817138287687025E-003  -1.2624072638499570E-004
  -69.000000000000000       0.48933232525844894        1.0683794595315933E-003   2.9165997702687075E-003  -4.1620620793947558E-003  -1.8589387209017975E-002  -9.7866465051689791E-002   3.4999197243224490E-003  -1.2820553514380511E-004
  -68.625000000000000       0.48932022057937324        1.0851381050494011E-003   2.9319242289878016E-003  -4.2096714781745884E-003  -1.8700226792988401E-002  -9.7864044115874640E-002   3.5183090747853618E-003  -1.3021657260592053E-004
  -68.250000000000000       0.48930785323307724        1.1022939702444278E-003   2.9474037080390487E-003  -4.2581126056679009E-003  -1.8812440715456173E-002  -9.7861570646615437E-002   3.5368844496468585E-003  -1.3227527642934028E-004
  -67.875000000000000       0.48929521551250293        1.1198594953505763E-003   2.9630403820523287E-003  -4.3074051548608484E-003  -1.8926055292900697E-002  -9.7859043102500570E-002   3.5556484584627940E-003  -1.3438313944206851E-004
  -67.500000000000000       0.48928229942666690        1.1378476012616546E-003   2.9788364593586959E-003  -4.3575694100272209E-003  -1.9041097526871435E-002  -9.7856459885333383E-002   3.5746037512304355E-003  -1.3654171215139564E-004
  -67.125000000000000       0.48926909668810947        1.1562717115410385E-003   2.9947941822817182E-003  -4.4086262682937116E-003  -1.9157595126525980E-002  -9.7853819337621883E-002   3.5937530187380618E-003  -1.3875260538494998E-004
  -66.750000000000000       0.48925559869969765        1.1751457755947436E-003   3.0109158274049808E-003  -4.4605972621318277E-003  -1.9275576532061415E-002  -9.7851119739939540E-002   3.6130989928859769E-003  -1.4101749307135616E-004
  -66.375000000000000       0.48924179654074623        1.1944842930739681E-003   3.0272037058128483E-003  -4.5135045828222971E-003  -1.9395070939080345E-002  -9.7848359308149238E-002   3.6326444469754176E-003  -1.4333811516887180E-004
  -66.000000000000000       0.48922768095241120        1.2143023395910853E-003   3.0436601633012576E-003  -4.5673711049402871E-003  -1.9516108323934491E-002  -9.7845536190482238E-002   3.6523921959615087E-003  -1.4571628075092758E-004
  -65.625000000000000       0.48921324232231889        1.2346155938174526E-003   3.0602875805551023E-003  -4.6222204119126644E-003  -1.9638719470092065E-002  -9.7842648464463763E-002   3.6723450966661226E-003  -1.4815387125808769E-004
  -65.250000000000000       0.48919847066837979        1.2554403660550309E-003   3.0770883732883815E-003  -4.6780768227012029E-003  -1.9762935995576582E-002  -9.7839694133675950E-002   3.6925060479460576E-003  -1.5065284392661856E-004
  -64.875000000000000       0.48918335562174065        1.2767936283710054E-003   3.0940649923429913E-003  -4.7349654196688924E-003  -1.9888790381527899E-002  -9.7836671124348115E-002   3.7128779908115893E-003  -1.5321523540451950E-004
  -64.500000000000000       0.48916788640882181        1.2986930463885771E-003   3.1112199237416580E-003  -4.7929120776896818E-003  -2.0016316001938889E-002  -9.7833577281764353E-002   3.7334639084899896E-003  -1.5584316556664321E-004
  -64.125000000000000       0.48915205183238303        1.3211570128442800E-003   3.1285556886900875E-003  -4.8519434945654347E-003  -2.0145547154623661E-002  -9.7830410366476606E-002   3.7542668264281052E-003  -1.5853884154130995E-004
  -63.750000000000000       0.48913584025155998        1.3442046830146085E-003   3.1460748435229910E-003  -4.9120872228177260E-003  -2.0276519093476952E-002  -9.7827168050311983E-002   3.7752898122275888E-003  -1.6130456196172750E-004
  -63.375000000000000       0.48911923956080494        1.3678560121368588E-003   3.1637799795881470E-003  -4.9733717029258259E-003  -2.0409268062086809E-002  -9.7823847912160977E-002   3.7965359755057762E-003  -1.6414272145640727E-004
  -63.000000000000000       0.48910223716766527        1.3921317949484333E-003   3.1816737230621599E-003  -5.0358262980865981E-003  -2.0543831328766530E-002  -9.7820447433533034E-002   3.8180084676745921E-003  -1.6705581539381965E-004
  -62.625000000000000       0.48908481996932546        1.4170537074799908E-003   3.1997587346909648E-003  -5.0994813305764051E-003  -2.0680247223075415E-002  -9.7816963993865080E-002   3.8397104816291576E-003  -1.7004644489758899E-004
  -62.250000000000000       0.48906697432783625        1.4426443512474314E-003   3.2180377094475575E-003  -5.1643681197999121E-003  -2.0818555173901632E-002  -9.7813394865567241E-002   3.8616452513370687E-003  -1.7311732214970817E-004
  -61.875000000000000       0.48904868604394269        1.4689273000043561E-003   3.2365133760987063E-003  -5.2305190221156681E-003  -2.0958795749184307E-002  -9.7809737208788508E-002   3.8838160513184478E-003  -1.7627127600050867E-004
  -61.500000000000000       0.48902994032942737        1.4959271492123837E-003   3.2551884966716964E-003  -5.2979674725339310E-003  -2.1101010697357047E-002  -9.7805988065885474E-002   3.9062261960060357E-003  -1.7951125790549195E-004
  -61.125000000000000       0.48901072177786636        1.5236695684213116E-003   3.2740658658112903E-003  -5.3667480283876934E-003  -2.1245242990598497E-002  -9.7802144355573259E-002   3.9288790389735481E-003  -1.8284034821058166E-004
  -60.750000000000000       0.48899101433369813        1.5521813567417923E-003   3.2931483100163100E-003  -5.4368964150843056E-003  -2.1391536869981659E-002  -9.7798202866739625E-002   3.9517779720195717E-003  -1.8626176280898632E-004
